"plot","lon","lat","IV","spcode"
47,-104.835355553053,31.9202690570715,70.84557364,"QUGA"
141,-104.877865135486,31.9384059533885,68.74219336,"QUGA"
147,-104.877829628727,31.9492502247158,67.98743224,"QUGA"
49,-104.847180445324,31.9529340500022,67.36681339,"QUGA"
61,-104.850009827997,31.9308698980898,65.47699024,"QUGA"
106,-104.807809082877,31.9770230107951,64.83091363,"QUGA"
8,-104.830122631312,31.9128190881175,63.72349849,"QUGA"
51,-104.847870240048,31.9517259480202,63.68895728,"QUGA"
11,-104.830606104139,31.926036833217,63.48473852,"QUGA"
45,-104.855152024092,31.9236312762995,60.46287651,"QUGA"
113,-104.824530267955,31.9781208254391,57.06506188,"QUGA"
98,-104.857209842228,31.9268273612138,56.68105719,"QUGA"
152,-104.863185261279,31.9492623572451,56.06995532,"QUGA"
35,-104.841730291031,31.9224333947136,55.86039925,"QUGA"
2,-104.841308248702,31.9279632960005,54.73025177,"QUGA"
104,-104.806852731256,31.973764679842,53.18487808,"QUGA"
111,-104.821193594716,31.9794423770182,50.66441836,"QUGA"
122,-104.817027821415,31.9718039733246,47.76973912,"QUMU"
112,-104.824396811733,31.9815038248357,23.22414271,"QUMU"
70,-104.851839121351,31.9446123820087,19.37761498,"QUMU"
135,-104.833326438488,31.9778620260805,18.90117603,"QUMU"
128,-104.840132056119,31.9535388585618,17.31730055,"QUMU"
54,-104.845895691535,31.9365397448379,16.88354333,"QUMU"
121,-104.822621683864,31.9743741136971,14.54444725,"QUMU"
131,-104.855782604534,31.9533681389963,12.98592733,"QUMU"
50,-104.844997808189,31.9546184932393,11.89242649,"QUMU"
153,-104.865609332174,31.9485883050763,11.57355299,"QUMU"
127,-104.838389339568,31.9516781482285,9.955878805,"QUMU"
68,-104.851837631271,31.9389466375053,8.922913435,"QUMU"
125,-104.838329437674,31.9496301078923,7.729393807,"QUMU"
118,-104.832159663391,31.9384981296197,6.659617644,"QUMU"
51,-104.847870240048,31.9517259480202,5.976855548,"QUMU"
152,-104.863185261279,31.9492623572451,4.586603198,"QUMU"
124,-104.836735730461,31.9473365136831,4.470087365,"QUMU"
102,-104.801922926104,31.9776094019807,2.461146556,"QUMU"
